celltype,additional_annotations,level_7_cluster,hemisphere,skid
sensory,visual,0,left_id,2216445
sensory,visual,0,left_id,2216131
sensory,visual,0,left_id,10241716
sensory,visual,0,left_id,2215622
sensory,visual,0,left_id,2215447
sensory,visual,0,left_id,2215247
sensory,visual,0,left_id,2206279
sensory,visual,0,left_id,37365
sensory,visual,0,left_id,2200028
sensory,olfactory,1,left_id,3464773
sensory,olfactory,1,left_id,6791927
sensory,olfactory,1,left_id,3716797
sensory,olfactory,1,left_id,3465659
sensory,olfactory,1,left_id,7527710
sensory,olfactory,1,left_id,7542938
sensory,olfactory,1,left_id,3511996
sensory,olfactory,1,left_id,3410499
LN,no official annotation,1,left_id,8877795
sensory,olfactory,1,left_id,3774568
sensory,olfactory,2,left_id,3410506
sensory,olfactory,2,left_id,2611805
sensory,thermo-warm,2,left_id,2610744
sensory,olfactory,2,left_id,5090549
sensory,olfactory,2,left_id,3158543
sensory,olfactory,2,left_id,3771794
sensory,olfactory,2,left_id,3768025
sensory,thermo-warm,2,left_id,5093516
sensory,olfactory,2,left_id,6340439
sensory,olfactory,2,left_id,40045
sensory,olfactory,2,left_id,3694515
sensory,olfactory,2,left_id,3592997
sensory,olfactory,2,left_id,3547397
sensory,olfactory,2,left_id,3708875
sensory,gustatory-external,3,left_id,15716934
sensory,gustatory-external,3,left_id,15714639
LN,no official annotation,3,left_id,12882387
sensory,gustatory-external,3,left_id,3586984
sensory,gustatory-external,3,left_id,4338596
sensory,gustatory-external,3,left_id,15716701
sensory,gustatory-external,3,left_id,15690093
sensory,gustatory-external,3,left_id,15689373
sensory,gustatory-external,3,left_id,15674262
sensory,gustatory-external,3,left_id,12260696
sensory,gustatory-external,3,left_id,15679577
sensory,gustatory-external,3,left_id,15938337
sensory,gustatory-external,3,left_id,15681740
PN,gustatory-external 2nd_order PN,3,left_id,5327961
sensory,gustatory-external,3,left_id,15677323
sensory,gustatory-pharyngeal,3,left_id,11671564
DN-SEZ,mPN,3,left_id,13380660
PN,gustatory-external 2nd_order PN,3,left_id,11821320
sensory,gustatory-external,3,left_id,11745381
LN,no official annotation,3,left_id,5322337
DN-SEZ,no official annotation,3,left_id,17062823
sensory,gustatory-external,3,left_id,5186461
sensory,gustatory-external,3,left_id,18934019
sensory,gustatory-pharyngeal,3,left_id,3054101
sensory,gustatory-external,4,left_id,15716309
DN-SEZ,no official annotation,4,left_id,17814107
DN-SEZ,no official annotation,4,left_id,3539170
DN-SEZ,no official annotation,4,left_id,17740547
sensory,gustatory-external,4,left_id,12073881
DN-SEZ,no official annotation,4,left_id,13313410
sensory,gustatory-pharyngeal,4,left_id,15995929
sensory,gustatory-pharyngeal,4,left_id,15997645
sensory,gustatory-pharyngeal,4,left_id,15997692
sensory,gustatory-external,4,left_id,15715643
sensory,gustatory-external,4,left_id,15688358
DN-SEZ,no official annotation,4,left_id,4991243
sensory,gustatory-external,4,left_id,15680093
sensory,gustatory-external,4,left_id,5088293
sensory,gustatory-external,4,left_id,11736972
DN-SEZ,no official annotation,4,left_id,17732291
DN-SEZ,no official annotation,4,left_id,17355745
sensory,gustatory-external,4,left_id,15716127
DN-SEZ,no official annotation,4,left_id,17356454
sensory,gustatory-external,4,left_id,5116147
sensory,gustatory-external,4,left_id,15673867
DN-SEZ,no official annotation,4,left_id,12000033
sensory,gustatory-external,5,left_id,3652587
sensory,gustatory-external,5,left_id,15716094
sensory,gustatory-external,5,left_id,15677030
sensory,gustatory-external,5,left_id,15686512
sensory,gustatory-external,5,left_id,15673925
sensory,gustatory-external,5,left_id,5120097
DN-SEZ,no official annotation,5,left_id,3797420
DN-SEZ,no official annotation,5,left_id,18440675
sensory,gustatory-pharyngeal,5,left_id,15590761
DN-SEZ,PL-1,5,left_id,3486867
sensory,thermo-cold,5,left_id,3609202
sensory,thermo-cold,5,left_id,3639968
sensory,gustatory-pharyngeal,5,left_id,1706716
sensory,gustatory-pharyngeal,5,left_id,16288872
sensory,gustatory-pharyngeal,5,left_id,7439909
sensory,gustatory-pharyngeal,5,left_id,7556564
sensory,gustatory-pharyngeal,5,left_id,15998817
sensory,gustatory-pharyngeal,5,left_id,15998782
sensory,gustatory-pharyngeal,5,left_id,15998768
sensory,gustatory-pharyngeal,5,left_id,15998469
DN-SEZ,no official annotation,5,left_id,17351780
sensory,gustatory-pharyngeal,5,left_id,15998307
sensory,gustatory-pharyngeal,5,left_id,15998218
sensory,gustatory-pharyngeal,5,left_id,15998100
DN-SEZ,no official annotation,5,left_id,11229136
sensory,gustatory-pharyngeal,5,left_id,15997983
sensory,gustatory-pharyngeal,5,left_id,15997929
sensory,gustatory-pharyngeal,5,left_id,15997807
sensory,gustatory-external,5,left_id,8055671
sensory,gustatory-pharyngeal,5,left_id,15996518
sensory,gustatory-pharyngeal,5,left_id,15995404
sensory,gustatory-pharyngeal,5,left_id,15998261
DN-SEZ,no official annotation,5,left_id,17359133
sensory,gustatory-pharyngeal,5,left_id,1715990
DN-SEZ,no official annotation,5,left_id,9842383
sensory,gustatory-pharyngeal,5,left_id,15717736
DN-SEZ,no official annotation,5,left_id,13830600
sensory,thermo-cold,5,left_id,3608397
sensory,gustatory-pharyngeal,5,left_id,15717935
DN-SEZ,no official annotation,5,left_id,17728571
DN-SEZ,no official annotation,5,left_id,17423125
DN-SEZ,no official annotation,5,left_id,17728605
sensory,gustatory-external,6,left_id,9808022
sensory,gustatory-pharyngeal,6,left_id,1347886
sensory,gustatory-pharyngeal,6,left_id,15723727
sensory,gustatory-pharyngeal,6,left_id,15996160
sensory,gustatory-external,6,left_id,15717426
sensory,gut,6,left_id,1427012
sensory,gustatory-external,6,left_id,5057916
sensory,gustatory-pharyngeal,6,left_id,15718275
sensory,gustatory-external,6,left_id,15715151
sensory,gustatory-external,7,left_id,15690711
sensory,gustatory-external,7,left_id,15714845
sensory,gustatory-external,7,left_id,15712024
sensory,gustatory-external,7,left_id,15717229
sensory,gustatory-external,7,left_id,15711289
sensory,gustatory-external,7,left_id,15698623
sensory,gustatory-pharyngeal,7,left_id,15996271
sensory,gustatory-pharyngeal,7,left_id,15727304
sensory,gustatory-pharyngeal,7,left_id,15725545
sensory,gustatory-external,7,left_id,15678849
sensory,gustatory-pharyngeal,7,left_id,15725127
sensory,gustatory-pharyngeal,7,left_id,15724636
sensory,gustatory-pharyngeal,7,left_id,15724520
sensory,gustatory-external,7,left_id,15713374
sensory,gustatory-external,7,left_id,15700147
sensory,gustatory-pharyngeal,7,left_id,17608754
PN,gustatory-external 2nd_order PN,8,left_id,19101351
sensory,visual,8,left_id,2216187
sensory,visual,8,left_id,7480731
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,8,left_id,15608355
PN,gustatory-pharyngeal 2nd_order PN,8,left_id,12089601
sensory,visual,8,left_id,7483922
sensory,visual,8,left_id,2209091
sensory,gustatory-external,9,left_id,5116861
sensory,gustatory-pharyngeal,9,left_id,15723479
sensory,gustatory-external,9,left_id,5095269
sensory,gut,9,left_id,15995327
DN-SEZ,no official annotation,9,left_id,17359101
sensory,gut,9,left_id,17380936
sensory,gustatory-external,9,left_id,15714330
sensory,gut,9,left_id,15994926
sensory,gut,9,left_id,1351125
sensory,gustatory-external,9,left_id,15690955
sensory,gustatory-pharyngeal,9,left_id,3032520
sensory,gustatory-external,9,left_id,15711222
sensory,gut,9,left_id,1419315
sensory,gustatory-external,9,left_id,15699715
LN,no official annotation,10,left_id,5030808
LN,no official annotation,10,left_id,8273369
LN,no official annotation,10,left_id,5291791
LN,no official annotation,10,left_id,7941642
LN,_broad D1,10,left_id,7941652
LN,no official annotation,10,left_id,8877971
LN,no official annotation,10,left_id,7939979
LN,no official annotation,10,left_id,7939890
LN,no official annotation,10,left_id,8274021
LN,no official annotation,10,left_id,8311264
LN,no official annotation,10,left_id,10555409
LN,no official annotation,10,left_id,8102935
LN,no official annotation,10,left_id,7394271
PN,mPN; mPN iACT bilateral UPPER; Multiglomerular PN 1; mPN; olfactory 2nd_order PN; thermo-warm 2nd_order PN,10,left_id,16795838
DN-SEZ,FFN-39,10,left_id,10865025
sensory,gustatory-pharyngeal,11,left_id,3050645
sensory,gustatory-external,11,left_id,3267019
sensory,gustatory-pharyngeal,11,left_id,15728017
sensory,gustatory-pharyngeal,11,left_id,15730645
sensory,gustatory-external,11,left_id,15730680
sensory,gut,11,left_id,1428271
sensory,gut,11,left_id,1432836
sensory,gustatory-pharyngeal,11,left_id,3036249
sensory,gustatory-external,11,left_id,15714173
sensory,gustatory-external,11,left_id,15675901
sensory,gustatory-external,11,left_id,15678833
sensory,gustatory-pharyngeal,11,left_id,15995861
PN,33a PN; uPN; olfactory 2nd_order PN,12,left_id,8021456
PN,45a PN; uPN; olfactory 2nd_order PN,12,left_id,7852250
PN,74a PN; uPN; olfactory 2nd_order PN,12,left_id,7843730
PN,85c PN; uPN; olfactory 2nd_order PN,12,left_id,4354933
PN,59a PN; uPN; olfactory 2nd_order PN,12,left_id,7864823
PN,94a&94b PN; uPN; olfactory 2nd_order PN,12,left_id,8399890
PN,67b PN; uPN; olfactory 2nd_order PN,12,left_id,16259595
PN,22c PN; uPN; olfactory 2nd_order PN,12,left_id,7865652
PN,24a PN; uPN; olfactory 2nd_order PN,12,left_id,7198338
PN,1a PN; uPN; olfactory 2nd_order PN,12,left_id,7865696
PN,83a PN; uPN; olfactory 2nd_order PN,12,left_id,7865767
PN,13a PN; uPN; olfactory 2nd_order PN,12,left_id,4493199
PN,45b PN; uPN; olfactory 2nd_order PN,12,left_id,7107433
PN,42b PN; uPN; olfactory 2nd_order PN,12,left_id,7873135
PN,30a PN; uPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,12,left_id,7916593
PN,35a PN; uPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,12,left_id,7934904
PN,42a PN; uPN; olfactory 2nd_order PN,12,left_id,3486381
PN,49a PN; uPN; olfactory 2nd_order PN,12,left_id,7515491
PN,47a&33b PN; uPN; olfactory 2nd_order PN,12,left_id,7092417
PN,82a PN; uPN; olfactory 2nd_order PN,12,left_id,7851153
PN,63a PN; uPN; olfactory 2nd_order PN,12,left_id,7845346
sensory,gut,13,left_id,1415168
sensory,gustatory-external,13,left_id,19180425
DN-SEZ,no official annotation,13,left_id,1924051
sensory,gustatory-pharyngeal,13,left_id,15725673
sensory,gustatory-external,13,left_id,15680710
sensory,gustatory-external,13,left_id,15678441
sensory,gustatory-external,13,left_id,15674083
ascending,mechano-Ch,14,left_id,2123422
pre-DN-VNC,no official annotation,14,left_id,11717014
PN-somato,mechano-Ch 2nd_order PN,14,left_id,11286854
pre-DN-VNC,no official annotation,14,left_id,5778133
pre-DN-VNC,no official annotation,14,left_id,17360286
PN-somato,noci 2nd_order PN,14,left_id,16490014
PN-somato,noci 2nd_order PN,14,left_id,17729424
pre-DN-SEZ,no official annotation,14,left_id,12923749
pre-DN-VNC,no official annotation,14,left_id,12367135
PN-somato,mechano-Ch 2nd_order PN,14,left_id,2910892
ascending,mechano-Ch,14,left_id,7766016
PN-somato,mechano-Ch 2nd_order PN,14,left_id,17729195
DN-SEZ,mPN,15,left_id,11105182
DN-SEZ,no official annotation,15,left_id,17356450
DN-SEZ,no official annotation,15,left_id,11195708
DN-SEZ,mPN,15,left_id,14437742
sensory,gustatory-pharyngeal,16,left_id,15998753
DN-SEZ,no official annotation,16,left_id,16588928
sensory,gut,16,left_id,15984231
sensory,gustatory-pharyngeal,16,left_id,15724385
sensory,gut,16,left_id,15766999
sensory,gut,16,left_id,15983225
sensory,gut,16,left_id,7424178
sensory,gut,16,left_id,15984797
sensory,gut,16,left_id,15770945
sensory,gut,16,left_id,1435466
sensory,gut,16,left_id,15982306
PN,Gustatory PN 2; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,17,left_id,3709977
LN,Thermo PN 2,17,left_id,4985759
PN,Unknown PN 2; gustatory-external 2nd_order PN,17,left_id,8012953
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,17,left_id,18740553
PN,gustatory-external 2nd_order PN,17,left_id,12336493
PN,Gustatory PN 4; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,17,left_id,11067379
PN,Thermo PN 4; tPN; thermo-cold 2nd_order PN,17,left_id,4154421
PN,Thermo PN 3; tPN; thermo-cold 2nd_order PN,17,left_id,3991518
PN,Gustatory PN 1; gustatory-external 2nd_order PN,17,left_id,11333054
PN-somato,mechano-Ch 2nd_order PN,18,left_id,16014701
PN-somato,noci 2nd_order PN,18,left_id,16485518
PN-somato,noci 2nd_order PN,18,left_id,11263687
PN-somato,noci 2nd_order PN,18,left_id,10982951
PN-somato,noci 2nd_order PN,18,left_id,20343986
PN-somato,mechano-Ch 2nd_order PN,18,left_id,16595001
PN-somato,mechano-Ch 2nd_order PN,18,left_id,11719626
PN-somato,noci 2nd_order PN,18,left_id,17360254
PN-somato,noci 2nd_order PN,18,left_id,12273754
PN-somato,mechano-Ch 2nd_order PN,18,left_id,5755261
PN-somato,mechano-Ch 2nd_order PN,18,left_id,17464168
PN-somato,mechano-Ch 2nd_order PN,18,left_id,12367568
pre-DN-SEZ,no official annotation,18,left_id,17224013
PN-somato,mechano-Ch 2nd_order PN,18,left_id,17729020
pre-DN-SEZ,no official annotation,18,left_id,9739780
PN-somato,mechano-Ch 2nd_order PN,18,left_id,9508724
PN-somato,noci 2nd_order PN,18,left_id,18656202
PN-somato,mechano-Ch 2nd_order PN,18,left_id,19102929
PN-somato,mechano-Ch 2nd_order PN,18,left_id,19919566
ascending,noci,18,left_id,21250110
pre-DN-VNC,no official annotation,18,left_id,8529400
DN-VNC,no official annotation,18,left_id,17223685
PN-somato,mechano-Ch 2nd_order PN,18,left_id,16961482
PN-somato,mechano-Ch 2nd_order PN,18,left_id,11717001
PN-somato,mechano-Ch 2nd_order PN,18,left_id,10714526
PN-somato,noci 2nd_order PN,18,left_id,17105977
ascending,mechano-Ch,18,left_id,10929797
pre-DN-VNC,no official annotation,19,left_id,15669682
pre-DN-SEZ,no official annotation,19,left_id,15586949
PN-somato,noci 2nd_order PN,19,left_id,17729410
sensory,respiratory,20,left_id,8005609
DN-SEZ,no official annotation,20,left_id,8154054
sensory,gut,20,left_id,1400725
sensory,gut,20,left_id,9820270
sensory,gut,20,left_id,1405493
sensory,gut,20,left_id,1431256
sensory,gut,20,left_id,1392771
sensory,gut,20,left_id,1377586
sensory,gut,20,left_id,1375101
sensory,respiratory,20,left_id,19120772
sensory,gut,20,left_id,1406463
sensory,respiratory,20,left_id,3795424
sensory,gut,21,left_id,9838294
sensory,gut,21,left_id,1391179
sensory,gut,21,left_id,1414206
sensory,gut,21,left_id,15769680
sensory,respiratory,21,left_id,7012280
sensory,respiratory,21,left_id,16911458
PN,gut 2nd_order PN,21,left_id,12740290
sensory,respiratory,21,left_id,4363883
sensory,gut,21,left_id,15770904
sensory,gustatory-pharyngeal,21,left_id,15724175
sensory,respiratory,21,left_id,7340629
sensory,respiratory,21,left_id,19017854
pre-DN-VNC,no official annotation,22,left_id,7168356
DN-SEZ,no official annotation,22,left_id,11007420
PN,LHN-22; CN-58; gustatory-external 2nd_order PN,22,left_id,8542422
PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,22,left_id,9119558
PN,mPN; mPN seahorse; mPN; olfactory 2nd_order PN,22,left_id,8480221
PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,22,left_id,9589146
PN,mPN; Multiglomerular PN 3; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,22,left_id,2612527
PN,mPN; mPN D; mPN; olfactory 2nd_order PN,22,left_id,6451332
PN,LHN-19; CN-55; gustatory-external 2nd_order PN,22,left_id,2628785
PN,FFN-30; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,22,left_id,8349454
PN,mPN; mPN iACT B3; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,22,left_id,8704079
pre-DN-SEZ,mPN,22,left_id,17545695
PN,mPN; FFN-21; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; thermo-warm 2nd_order PN,22,left_id,12225666
PN,PN; gustatory-external 2nd_order PN,22,left_id,17743170
pre-DN-VNC,no official annotation,22,left_id,13849557
LN,no official annotation,22,left_id,17844900
PN,mPN; mPN iACT B2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; thermo-warm 2nd_order PN,22,left_id,3450442
PN,mPN; Multiglomerular PN 5; olfactory 2nd_order PN; gustatory-external 2nd_order PN,22,left_id,3450751
PN,mPN; mPN iACT A2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,22,left_id,5261424
LN,no official annotation,22,left_id,9971209
PN,mPN; mPN iACT bilateral LOWER; Multiglomerular PN 2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,22,left_id,3712893
ascending,unknown modality,23,left_id,11455472
ascending,mechano-Ch,23,left_id,8644484
pre-DN-VNC,no official annotation,23,left_id,12366224
DN-SEZ,no official annotation,23,left_id,10527147
DN-VNC,no official annotation,23,left_id,10915553
sensory,respiratory,23,left_id,16303262
ascending,unknown modality,23,left_id,3220616
ascending,noci,23,left_id,4555763
ascending,mechano-Ch,23,left_id,5343578
DN-VNC,no official annotation,23,left_id,17732270
ascending,A00c_a5; noci,23,left_id,2816457
pre-DN-VNC,no official annotation,23,left_id,5080991
ascending,unknown modality,23,left_id,8057753
sensory,gustatory-external,24,left_id,15679484
DN-SEZ,no official annotation,24,left_id,19470184
sensory,gustatory-external,24,left_id,15690392
DN-SEZ,no official annotation,24,left_id,992646
DN-SEZ,no official annotation,24,left_id,8216541
sensory,gustatory-external,24,left_id,15715796
sensory,gustatory-pharyngeal,24,left_id,1709802
sensory,gut,24,left_id,15983156
sensory,gut,24,left_id,1429969
DN-SEZ,no official annotation,24,left_id,17951049
LN,no official annotation,25,left_id,8700125
DN-VNC,no official annotation,25,left_id,13422280
PN,Pdf-LaNs; visual 2nd_order PN,25,left_id,8118929
PN,Pdf-LaNs; visual 2nd_order PN,25,left_id,16087799
PN,Pdf-LaNs; visual 2nd_order PN,25,left_id,9927082
PN,Thermo PN 7; tPN; thermo-cold 2nd_order PN,25,left_id,4108016
RGN,no official annotation,25,left_id,3928652
PN,Pdf-LaNs; visual 2nd_order PN,25,left_id,2204467
LN,no official annotation,25,left_id,17414715
PN-somato,noci 2nd_order PN,26,left_id,14338439
pre-DN-VNC,no official annotation,26,left_id,4663875
pre-DN-SEZ,no official annotation,26,left_id,15689046
pre-DN-VNC,no official annotation,26,left_id,9822593
LHN,noci 2nd_order PN,26,left_id,17729088
LHN,noci 2nd_order PN; mechano-Ch 2nd_order PN,26,left_id,5762666
PN-somato,mechano-Ch 2nd_order PN,26,left_id,16472086
PN-somato,noci 2nd_order PN,26,left_id,16594752
PN-somato,Tel5; noci 2nd_order PN,27,left_id,5750884
PN-somato,noci 2nd_order PN,27,left_id,20730780
PN-somato,noci 2nd_order PN; mechano-Ch 2nd_order PN,27,left_id,21220994
pre-DN-VNC,no official annotation,27,left_id,15096548
pre-DN-VNC,no official annotation,27,left_id,9348984
PN-somato,mechano-Ch 2nd_order PN,27,left_id,14797760
PN-somato,noci 2nd_order PN; mechano-Ch 2nd_order PN,27,left_id,6633635
pre-DN-VNC,no official annotation,27,left_id,16059134
PN-somato,mechano-Ch 2nd_order PN,27,left_id,16059078
PN-somato,mechano-Ch 2nd_order PN,27,left_id,15587533
PN-somato,mechano-Ch 2nd_order PN,27,left_id,9481869
PN-somato,noci 2nd_order PN; mechano-Ch 2nd_order PN,27,left_id,17165621
LHN,no official annotation,28,left_id,16098538
PN,Thermo PN 5; tPN; thermo-cold 2nd_order PN,28,left_id,4260935
LHN,no official annotation,28,left_id,4279887
LN,no official annotation,28,left_id,7582412
PN,vPN; visual 2nd_order PN,28,left_id,7952981
LHN,no official annotation,28,left_id,9747418
PN,PN; tPN; gustatory-external 2nd_order PN; thermo-cold 2nd_order PN,28,left_id,8293958
LHN,Thermo PN 1; Thermo PN 6,28,left_id,4635057
LN,no official annotation,28,left_id,4570270
LHN,no official annotation,28,left_id,17962513
LN,Thermo PN 1; Thermo PN 6,28,left_id,12948470
LHN,no official annotation,28,left_id,19611917
LN,no official annotation,28,left_id,4926999
LN,no official annotation,28,left_id,4636432
LHN,no official annotation,28,left_id,17244655
LN,no official annotation,28,left_id,17776906
LHN,no official annotation,28,left_id,12745771
pre-DN-SEZ,no official annotation,28,left_id,5959820
LHN,no official annotation,28,left_id,5289042
PN,Gustatory PN 3; gustatory-external 2nd_order PN,28,left_id,12156009
PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,29,left_id,8509534
KC,KC,30,left_id,16444327
KC,KC,30,left_id,16627861
KC,KC,30,left_id,16630385
KC,KC,30,left_id,11691603
KC,KC,30,left_id,8262503
KC,KC,30,left_id,16435965
KC,KC,30,left_id,11725803
KC,KC,30,left_id,14898816
KC,KC,30,left_id,11725127
KC,KC,30,left_id,15721919
KC,KC,30,left_id,4518546
KC,KC,30,left_id,16629788
KC,KC,30,left_id,16630264
KC,KC,30,left_id,15722867
KC,KC,30,left_id,16631114
KC,KC,30,left_id,16058860
KC,KC,30,left_id,4412315
KC,KC,30,left_id,16630941
KC,KC,30,left_id,16039470
KC,KC,30,left_id,4411505
KC,KC,30,left_id,4412036
KC,KC,30,left_id,16627838
KC,KC,30,left_id,8262302
KC,KC,30,left_id,16977881
KC,KC,30,left_id,5937084
pre-DN-VNC,no official annotation,31,left_id,8687096
pre-DN-VNC,no official annotation,31,left_id,15718981
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,31,left_id,5708994
LHN,no official annotation,31,left_id,9488991
PN-somato,noci 2nd_order PN,31,left_id,4664256
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,31,left_id,12121795
LHN,no official annotation,31,left_id,4393026
pre-DN-VNC,no official annotation,31,left_id,15517247
PN,vPN; visual 2nd_order PN,31,left_id,9940382
LHN,no official annotation,31,left_id,8347613
DN-SEZ,no official annotation,31,left_id,5688091
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,31,left_id,3650006
pre-DN-SEZ,no official annotation,31,left_id,17354392
PN,gustatory-external 2nd_order PN,31,left_id,11934107
LHN,LHN-14; CN-50,32,left_id,12498338
PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,32,left_id,2568465
LHN,CN-1,32,left_id,12476851
LN,Multiglomerular PN 4; LHN-11; CN-47,32,left_id,17434825
LN,no official annotation,32,left_id,11782821
PN,vPN; visual 2nd_order PN,32,left_id,9567051
LHN,LHN-15; CN-51,32,left_id,5453333
LN,CN-2,32,left_id,8037197
LN,LHN-6,32,left_id,9447255
LHN,no official annotation,32,left_id,7982896
LN,LHN-10; CN-46,32,left_id,16486385
PN,mPN; Multiglomerular PN 7; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; thermo-warm 2nd_order PN,32,left_id,8276782
PN,vPN; visual 2nd_order PN,32,left_id,8340950
LN,LHN-13; CN-49,32,left_id,4665186
LHN,LHN-9; CN-45,32,left_id,14333495
LHN,LHN-21; CN-57,32,left_id,14319185
LHN,no official annotation,32,left_id,18566501
KC,KC,33,left_id,16438190
KC,KC,33,left_id,16210988
KC,KC,33,left_id,14898295
KC,KC,33,left_id,16629757
KC,KC,33,left_id,14522124
KC,KC,33,left_id,16629931
KC,KC,33,left_id,14519048
KC,KC,33,left_id,16440649
KC,KC,33,left_id,16627773
KC,KC,33,left_id,9983191
KC,KC,33,left_id,8177991
KC,KC,33,left_id,3819157
KC,KC,33,left_id,8263140
KC,KC,33,left_id,8263285
KC,KC,33,left_id,8513389
KC,KC,33,left_id,8865199
KC,KC,33,left_id,14460113
KC,KC,33,left_id,6704232
KC,KC,34,left_id,17147410
LN,PL-5,35,left_id,3820148
pre-DN-SEZ,no official annotation,35,left_id,15639216
LHN,no official annotation,35,left_id,2979486
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,35,left_id,11853038
PN,FFN-37; gustatory-pharyngeal 2nd_order PN,35,left_id,16316916
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,35,left_id,5053417
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,35,left_id,11656349
PN-somato,noci 2nd_order PN,35,left_id,5744058
KC,KC,36,left_id,4117305
pre-DN-VNC,no official annotation,37,left_id,8348277
PN,gustatory-external 2nd_order PN,37,left_id,11986594
ascending,unknown modality,37,left_id,5606265
LHN,no official annotation,37,left_id,16141217
LHN,no official annotation,38,left_id,12387154
CN,no official annotation,38,left_id,4398543
LHN,no official annotation,38,left_id,16494105
LHN,no official annotation,38,left_id,9201911
pre-DN-SEZ,no official annotation,38,left_id,10958210
LHN,no official annotation,38,left_id,16474159
LHN,no official annotation,38,left_id,14461238
LHN,LHN-1,38,left_id,6494274
LHN,no official annotation,38,left_id,11193510
PN,gustatory-external 2nd_order PN,38,left_id,11146422
LN,no official annotation,38,left_id,11144258
LHN,no official annotation,38,left_id,14450919
LHN,no official annotation,38,left_id,9421292
LHN,LHN-5,38,left_id,14514597
LHN,no official annotation,38,left_id,10955244
DN-VNC,no official annotation,38,left_id,8755914
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,38,left_id,12424328
pre-DN-VNC,no official annotation,38,left_id,15686444
LHN,no official annotation,38,left_id,17420035
pre-DN-VNC,no official annotation,38,left_id,19051762
MB-FFN,FFN-19,38,left_id,7313896
LHN,no official annotation,38,left_id,4778745
DN-SEZ,no official annotation,38,left_id,3814701
LHN,no official annotation,38,left_id,16409132
PN,Vision PN 1; vPN; visual 2nd_order PN,38,left_id,8111135
PN,gustatory-pharyngeal 2nd_order PN,38,left_id,12425856
LHN,no official annotation,38,left_id,14333371
LN,PL-4,38,left_id,9792178
LHN,no official annotation,38,left_id,3946569
LN,no official annotation,38,left_id,9445876
LHN,no official annotation,38,left_id,17696578
LHN,no official annotation,38,left_id,2379529
KC,KC,39,left_id,4134539
KC,KC,40,left_id,8118474
KC,KC,40,left_id,8262372
KC,KC,40,left_id,7187384
KC,KC,40,left_id,12726582
LHN,no official annotation,41,left_id,4780707
LN,CN-5,41,left_id,5474852
LHN,LHN-2,41,left_id,8238322
LN,no official annotation,41,left_id,11135340
KC,KC,42,left_id,6702830
KC,KC,42,left_id,16631222
KC,KC,42,left_id,8248706
KC,KC,42,left_id,12217572
KC,KC,42,left_id,8864096
KC,KC,42,left_id,11785627
KC,KC,42,left_id,16015738
KC,KC,42,left_id,16939375
KC,KC,42,left_id,15861524
KC,KC,42,left_id,16630024
KC,KC,42,left_id,8393981
KC,KC,42,left_id,15734988
LHN,no official annotation,43,left_id,6494382
LHN,LHN-8,43,left_id,2439067
LHN,mechano-Ch 2nd_order PN,43,left_id,5118060
PN-somato,FFN-29; noci 2nd_order PN,43,left_id,12325227
CN,no official annotation,43,left_id,16799939
LHN,no official annotation,43,left_id,14818307
pre-DN-VNC,no official annotation,44,left_id,2964760
PN,gustatory-external 2nd_order PN,44,left_id,18087179
PN,gustatory-external 2nd_order PN,44,left_id,14756000
PN,gustatory-external 2nd_order PN,44,left_id,12360656
CN,no official annotation,44,left_id,11029359
DN-SEZ,no official annotation,44,left_id,17732791
LHN,no official annotation,44,left_id,10961507
CN,no official annotation,44,left_id,17557290
DN-VNC,no official annotation,44,left_id,18527962
PN,gustatory-external 2nd_order PN,44,left_id,17036160
LHN,no official annotation,44,left_id,17732085
